Category,Brand_Name,Product Name,Price,Actual Price,Weight/Quantity,Offer,Ratings,Description,Image_url
Buy Groceries Online,Gemini,Physically Refined Rice Bran Oil - with Oryzanol,₹162.11,₹190,1 L - Pouch,15% OFF,4.1,"Rice Bran Health Oil is a physically refined oil, it contains Gamma Oryzanol, which reduces bad cholesterol, keeps the heart healthy. Vitamin A/D/E helps boost immunity and many other health benefits. Rice bran health oil naturally has the most ideal SFA-MUFA-PUFA ratio required by our body",https://www.bigbasket.com/media/uploads/p/l/1204454_2-fortune-refined-oil-rice-bran.jpg
Buy Groceries Online,bb Popular,Phool Makhana,₹158,₹292,100 g - Pouch,46% OFF,4,"Phool Makhana, also known as fox nuts or lotus seeds, are light and crunchy snacks derived from the seeds of the lotus flower. Originating in India, they are commonly roasted or fried to enhance their texture and flavour. Phool Makhana is versatile in culinary use, adding a crispy element to both sweet and savoury dishes. They are popularly used in traditional Indian cuisines like kheer (rice pudding) and as a healthy snack option due to their low calorie and high nutrient content.",https://www.bigbasket.com/media/uploads/p/l/40128952_4-bb-royal-phool-makhana.jpg
Buy Groceries Online,bb Royal,Refined Wheat Flour/Maida,₹117,₹130,2 kg - Pouch,₹13 OFF,4,"Maida is a wonderful mix of soft and rigid wheat. It is considered as bleached flour that contains less protein compare to unbleached. It is finest for pie crusts, rapid bread, cookies, pancakes and waffles. It is chemical-free.",https://www.bigbasket.com/media/uploads/p/l/1213921_1-bb-royal-maida.jpg
Buy Groceries Online,bb Royal,"Rice/Akki - Raw, Sona Masoori",₹70,₹2080,1 kg - Pouch,₹68 OFF,3.5,Sona Masoori is medium-grain rice grown-up mostly in the Indian states of Andhra Pradesh and Karnataka. It is lightweight and sweet-smelling and measured to be of the finest quality. It has a distinctive taste that is not matched by rice from any other region. It is the tastiest of all the Sona Masoori rice available in the state.Click here for unique and delicious recipes -https://www.bigbasket.com/flavors/collections/233/rice-rice-products/,https://www.bigbasket.com/media/uploads/p/l/1229908_1-bb-royal-sona-masoori-raw-rice-12-months-old.jpg
Buy Branded Food Online,Bingo!,Original Style Korean Style Hot & Spicy Potato Chips,₹45,₹50,N/A,10% OFF,3.8,"fresho! Hot Chips - Spicy Potato Chips are a flavourful and fiery snack that's perfect for those who love a kick of heat. Made from high-quality potatoes and seasoned with a blend of spicy spices, these chips pack a punch of flavour in every bite. Whether you enjoy them on their own or with a cool dip, fresho! Hot Chips - Spicy Potato Chips are sure to satisfy your cravings.",https://www.bigbasket.com/media/uploads/p/l/40325611_4-fresho-fresho-hot-chips-spicy-potato-chips.jpg
Buy Branded Food Online,MAGGI,Nutri-licious Masala Oats Instant Noodles - With Millet Magic,₹140,₹78,212 g - Pouch,4% OFF,4.1,Maggi 2-Minute Instant Masala Noodles is a favourite among people of all ages. Maggi Masala instant noodles now come with the goodness of iron. Each portion (70 g) of Maggi masala noodles provides you with 15% of your daily iron requirement. It is just the perfect choice for those who need a quick and satisfying meal. Maggi instant noodles are made with the choicest quality spices and ingredients to provide a great taste and experience.Features:Relish your favourite masala taste with Maggi 2-Minute Instant NoodlesEach serving (70 g) of Maggi Masala Noodles provides 15% of the daily iron requirementMaggi 2-Minute Masala Instant Noodles are made with the choicest quality spicesPick the truly good choice with Maggi Masala NoodlesMaggi Noodles are easy to prepare,https://www.bigbasket.com/media/uploads/p/l/1232539_1-maggi-2-minute-instant-noodles-masala.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.1,40330601,https://www.bigbasket.com/media/uploads/p/l/40331226_2-tasties-pheni.jpg
Buy Branded Food Online,iD fresho!,Idly & Dosa Batter,₹90,₹145,1 kg,₹15 OFF,3.9,"About the ProductThe ID Fresho idli/dosa batter is a ready-made mix that saves your time and energy to create a dosa batter from scratch. Idli and dosa are the most popular healthy South Indian foods. They are made from rice and black lentils. Idlis are made in a specialised mould and eaten with different items like chutney, vegetable stew or other flavourful toppings for breakfast or as a snack.Typically, an idli/dosa batter involves a three-step recipe which includes soaking the rice, grinding and fermenting it. But with this readymade batter, you can make crispy dosa and fluffy soft idlis in no time at all. This Batter serves to cook 17 to 20 idlis and 12 to 14 dosas. Idlis contain no cholesterol, no fat, and no saturated fat. These small healthy South Indian food treats are good for you and, as a bonus, convenient for those on the go. To make your diet a bit healthier, swap a doughnut or muffin for healthy South Indian food idli/dosa.",https://www.bigbasket.com/media/uploads/p/l/1208825_3-id-fresho-idly-dosa-batter.jpg
Buy Branded Food Online,Farmland,Frozen Green Peas,₹194.66,₹260,1 kg,25% OFF,3.9,"About the ProductFresho Frozen Green Peas are peeled, sorted and packed properly to retain that freshness. With no added preservatives, chemicals and artificial colours get the best quality of green peas at home. Peas are an excellent source of protein, antioxidants, fibers and Vitamins. It's good for your digestive health as well as for heart health. It's low in calories and high in nutrition therefore, ideal for weight watchers to include in their diet. Explore Fresho full range of Frozen Veggie and Snacks, Frozen Vegetables, Frozen Veg Snacks and more.Features:Improve Blood Sugar ManagementSupports Heart Health",https://www.bigbasket.com/media/uploads/p/l/1214513_9-fresho-frozen-green-peas.jpg
Buy Branded Food Online,Britannia,Marie Gold Biscuits,₹82.72,₹88,585 g - (Buy 4 Get 1 Free),6% OFF,4,"Britannia Marie gold Biscuits is impartial taste, lightness and along with the added minerals and vitamins. It is best at tea time.",https://www.bigbasket.com/media/uploads/p/l/1201303_2-britannia-biscuits-marie-gold.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,Copyright © 2023-2025 Supermarket Grocery Supplies Pvt Ltd,"fresho! Hot Chips - Masala Fryums - Wheels are a flavourful and crunchy snack that's perfect for munching anytime. These wheel-shaped fryums are made from premium quality ingredients and seasoned with a blend of aromatic spices, giving them a deliciously spicy kick. Whether you enjoy them on their own or with a dip, fresho! Hot Chips - Masala Fryums - Wheels are sure to tantalize your taste buds. They're easy to prepare too.",https://www.bigbasket.com/media/uploads/p/l/40325613_4-fresho-fresho-hot-chips-masala-fryums-wheels.jpg
Buy Branded Food Online,fresho!,Frozen Green Peas,₹204,₹240,1 kg,15% OFF,3.8,"Safal Frozen Green Peas are not only known for their amazing taste, but because they are processed under hygienic conditions, you can eat them at any time of the year. The frozen peas will add a lovely taste to your peas pulao, matar paneer or aloo matar. A typical North Indian dish will be incomplete without a touch of green matar or peas.",https://www.bigbasket.com/media/uploads/p/l/103692_2-safal-frozen-green-peas.jpg
Buy Branded Food Online,Haldiram's,Namkeen - Bhujia Sev,₹5,₹110,17 g - Pouch,20% OFF,4.1,,https://www.bigbasket.com/media/uploads/p/l/1202575_1-haldirams-namkeen-bhujia-sev.jpg
Buy Branded Food Online,fresho!,"Hot Chips - Masala Fryums, Wheels",₹25,₹50,50 g,50% OFF,3.9,"fresho! Hot Chips - Gold Finger - Fryums are a delicious and crunchy snack that's perfect for any occasion. Made from high-quality ingredients, these fryums are carefully prepared to ensure a crispy texture and a mouth-watering taste. Whether you're snacking on them alone or serving them with your favourite dip, fresho! Hot Chips - Gold Finger - Fryums are sure to be a hit with everyone.",https://www.bigbasket.com/media/uploads/p/l/40325615_4-fresho-fresho-hot-chips-gold-finger-fryums.jpg
Buy Branded Food Online,Garden,Instant Bhel Mix,₹70,N/A,N/A,N/A,4.1,,https://www.bigbasket.com/media/uploads/p/l/1203914_1-haldirams-instant-bhel.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.2,"Start your morning with a wholesome bowl of Quaker Oats- the perfect breakfast porridge for the whole family. Quaker oats are made from 100% whole grain oats, which is a natural source of carbohydrates, protein, and dietary fibre. It helps reduce the risk of high blood pressure and cholesterol. It is easy to prepare in just 3 minutes and blends into almost any recipe, enhancing its nutritional value without compromising on taste. For over 135 years, Quaker has unlocked the power of oats to help people get the perfect start to each day.",https://www.bigbasket.com/media/uploads/p/l/1216013_3-quaker-oats-breakfast-cereal-rich-in-protein-dietary-fibre-nutritious-easy-to-cook.jpg
Buy Branded Food Online,Nestle,KitKat Minis Chocolate Coated Wafer Bar - Share Bag,₹149,N/A,125.8 g - (17 pcs x 7.4 g each),N/A,4.2,"Have a Break, Have a KitKat! Share your favourite treats with your favourite people and indulge in the deliciousness of Nestle KitKat Minis! This share bag contains 18 units of KitKat Minis, making it perfect for stocking up or passing around with friends and family. The iconic taste and texture of KitKat combined with the crispiness of the wafer bar will delight your senses and make your breaks delicious. Simply unwrap your KitKat Mini, snap it into two pieces, and savour the delicious crispy treat.Allergen Note - Contains wheat, milk, sesame and soy. May contains nuts.",https://www.bigbasket.com/media/uploads/p/l/1232070_2-kitkat-share-bag-chocolate-covered-wafer.jpg
Buy Branded Food Online,Britannia,"50-50 Potazos - Chilli Americana, Spicy Flavoured Crips",₹7.5,₹10,24 g - Pouch,25% OFF,4.1,"Britannia 50-50 Maska Chaska Salted Biscuits are prepared with the goodness of butter and peppered with the choicest of herbs. Crunchy and crispy, these biscuits have a light, savoury taste with buttery flavours. Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering fresh and healthy products, Britannia India manufactures some of India's favourite brands like Good Day, Tiger, NutriChoice, Bourbon, Milk Bikis and Marie Gold.",https://www.bigbasket.com/media/uploads/p/l/1200144_5-britannia-50-50-maska-chaska-salted-biscuits.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,3.5,"fresho! Hot Chips - Salted Potato Chips are a classic, crispy snack that's perfect for any occasion. Made from high-quality potatoes and lightly seasoned with salt, these chips offer a simple yet satisfying flavour. Whether you enjoy them on their own or paired with your favourite dip, fresho! Hot Chips - Salted Potato Chips are sure to please your taste buds. They're great for parties, picnics, or just snacking at home. Simply open the pack and enjoy the delicious crunch of fresho! Salted Potato Chips.",https://www.bigbasket.com/media/uploads/p/l/40325610_4-fresho-fresho-hot-chips-salted-potato-chips.jpg
Buy Branded Food Online,Tata Soulfull,"Millet Muesli With 30% Fruit Nuts & Seeds, Breakfast Cereal",₹419,₹695,1 kg - Bottle,18% OFF,4.2,"Nourishing & Tasty Breakfast Cereal – Say Hi to a delightful Power Breakfast, filled with the goodness of 12 – multigrain, fruit, nut & super seeds, all in 1. This muesli breakfast will help you kick-start your mornings. All in all, it is a nourishing and tasty meal that will get you ready to seize your action-packed day.India's No.1* Muesli: Kellogg's Muesli is India's No. 1 Muesli brand (*refer pack for details).Power Breakfast for a Healthy Start: Made with 6 nutritious grains & 6 delicious inclusions – the ‘New Kellogg's Muesli Fruit Nut & Seeds 12-in-1 Power Breakfast comes with the goodness of six baked grains (Oats, Ragi, Wheat, Barley Corn & Rice) and an abundance of six dried fruits, nuts and super-seeds (Almonds, Pumpkin Seeds, Black Currants, Cranberries, Raisins & Papaya); giving this Muesli a yummy blend of flavour and crunchy texture in your breakfast bowl.Powerhouse of nutrients: This power-packed breakfast is high in Iron, Vitamin C, B6 & Folate. It is high in fibre, Vitamins B1, B2 & B3 and is also a source of protein.No Nasties: Kellogg's Muesli has no trans-fat and no added preservatives. It is also naturally cholesterol-free.3 ways to enjoy this Power Breakfast – Have it right out of the bag or have it in a bowl and pour some milk on it or couple it with yoghurt. Just take a handful of Kellogg's Muesli and feel nature's bounty in its grainy, nutty, and fruity goodness!Your Go-To Breakfast – Kellogg's Muesli gives you a perfect start with multigrain energy for busy mornings. You can count on Kellogg's for a great-tasting, convenient and nourishing breakfast, that fuels your hunger to achieve.",https://www.bigbasket.com/media/uploads/p/l/1228690_1-kelloggs-muesli-fruit-nut.jpg
Buy Branded Food Online,Cadbury Oreo,Original Chocolatey Sandwich Biscuit,₹270,₹30,131.25 g,10% OFF,4,,https://www.bigbasket.com/media/uploads/p/l/40260443_12-cadbury-oreo-chocolatey-sandwich-biscuit-crunchy-vanilla-flavour-mega-family-pack.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.2,"Dabur Hommade goes beyond its popular range of cooking pastes to elevate the tastes of Indian homemade recipes with Coconut Milk. Made from the first pressed extract of top-grade coconuts, this culinary delight carries a rich taste and thick texture that makes your dishes much fuller and creamier.",https://www.bigbasket.com/media/uploads/p/l/1205129_5-dabur-hommade-coconut-milk.jpg
Buy Branded Food Online,Britannia,Good Day Cashew Cookies - Crunchy,₹9.4,₹10,52.5 g,6% OFF,4.1,"Britannia Good Day Cashew cookies are delicious crunchy cookies made with cashews. These melt in mouth cookies with their delicious nutty taste are perfect with a cup of tea or to satisfy those mid meal hunger pangs. Britannia biscuits, cookies, cakes and rusk are a perfect companion for your tea. Believing in delivering wholesome and delicious products.",https://www.bigbasket.com/media/uploads/p/l/40203379_4-britannia-good-day-cashew-cookies.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.1,Britannia NutriChoice Digestive Zero biscuits are high fibre wheat biscuits containing no maida and no added sugar. These atta biscuits are loaded with the richness of wheat flour(atta) and bran. These wholegrain Digestive biscuits make a perfect healthy snack for people who do not wish to compromise a bit on their health.,https://www.bigbasket.com/media/uploads/p/l/1203952_2-britannia-nutrichoice-digestive-zero-high-fibre-biscuits-no-maida-no-added-sugar.jpg
Buy Branded Food Online,Lay's,"Potato Chips - India's Masala Magic, Party Pack",₹71.76,₹78,143 g,8% OFF,4.1,"Binge on these exquisite bites of pure Masala magic! With hints of cumin, coriander, chilli powder, onion, and garlic, Layâ€™s Indiaâ€™s Magic Masala is a one-way ticket to a world of exploding flavours. Experience this one-of-a-kind snack and indulge in the boldness of the Masala spice blend. Lay's Indiaâ€™s Magic Masala chips are perfect for any occasion. From the quick snack breaks at work to the impromptu get-togethers, this snack is perfect to binge on.Key benefits:India's Magic Masala flavourCooked to crispy perfectionVersatile snack enjoyed in any setting100% vegetarian.",https://www.bigbasket.com/media/uploads/p/l/1231863_1-lays-potato-chips-indias-masala-magic-party-pack.jpg
Buy Branded Food Online,Britannia,"nutri choice Digestive High Fibre Biscuits - Made From Whole Wheat & Bran, Healthy Snack",₹125,₹70,500 g,10% OFF,4.1,"Britannia Nutri Choice Digestive Biscuits are the perfect snack for those who value health without compromising on taste. Packed with high fibre, these biscuits are made from the wholesome richness of wheat flour (atta) and bran, providing a satisfying crunch in every bite. Baked to perfection, they offer a delicious way to support your digestive health while keeping you full between meals. Whether you're at work or relaxing at home, Britannia Nutri Choice Digestive Biscuits are your go-to snack for a nourishing and guilt-free treat that complements your healthy lifestyle.",https://www.bigbasket.com/media/uploads/p/l/1232555_1-britannia-nutri-choice-digestive-high-fibre-biscuits.jpg
Buy Branded Food Online,Britannia,The Original Bourbon Creme Biscuit - With Chocolate,₹40,N/A,150 g,N/A,4.1,"Britannia The Original Bourbon Choco Creme sandwich biscuits are a delightful combination of smooth choco creme and crunchy choco biscuits topped with sparkling sugar crystals. Every bite of these delicious, chocolaty, and indulgent cookies entices you to have more and more. Britannia Bourbon fuels every BFF's ever-growing hunger for fun and fulfilling moments. Made with love since 1955, it is perfect for enjoying with your friends or BFFs during exciting adventures, daily classroom chitchatting sessions, or at your favourite hangout spots!",https://www.bigbasket.com/media/uploads/p/l/280474_16-britannia-bourbon-chocolate-cream-biscuits.jpg
Buy Branded Food Online,Too Yumm!,Namkeen - Salted Peanuts,₹70,₹42,N/A,50% OFF,4.1,,https://www.bigbasket.com/media/uploads/p/l/1203947_1-haldirams-namkeen-salted-peanut.jpg
Buy Branded Food Online,Lay's,West Indies Hot N Sweet Potato Chips - Crispy Chips & Snacks,₹50,N/A,82 g,N/A,4.1,"Experience an out-of-this-world blend of hot and sweet seasoning! The Layâ€™s West Indies Hot 'n' Sweet Chilli is an exciting adventure waiting to be unfolded. The journey starts with high quality, farm-grown potatoes cooked to crispy perfection. These are then sprinkled with a dash of sugar and a pinch of Chilli for a delicious Caribbean taste. Layâ€™s West Indies Hot 'n' Sweet Chilli is just perfect for any occasion. From the quick snack breaks at work, to the impromptu get-togethers, this snack is perfect to binge on",https://www.bigbasket.com/media/uploads/p/l/1227708_1-lays-west-indies-hot-n-sweet-potato-chips-crispy-chips-snacks.jpg
Buy Branded Food Online,Parle,Premium Original Glucose Biscuits - Parle-G,₹2,N/A,17.7 g - Pouch,N/A,4,"Britannia Toast Bake Suji Biscuits are low in calories, high in nutritional value and good in taste; and these are reasons enough to include them in your regular tea time regime! This crunchy crispy and light biscuit fills your stomach quickly, without adding any extra kilos. This is quite a favourite among diabetics.",https://www.bigbasket.com/media/uploads/p/l/1201308_2-britannia-premium-bake-rusk.jpg
Buy Branded Food Online,MAGGI,Nutri-Licious Masala Veg Atta Instant Noodles,₹28,₹100,72.5 g - Pouch,20% OFF,4,"Maggi Nutri-Licious Masala Veg Atta Noodles with an appetizing aroma and delicious masala taste made using 20 spices and herbs. These masalas are roasted to perfection (Refer to pack for more details) for an aromatic flavour which you will love. These Maggi Nutri-Licious Masala Veg Atta Noodles are truly a good combination of delicious and nutritious whole wheat flour (atta), colourful vegetables, 20 spices, and herbs. Also loaded with the goodness of whole wheat, each meal is deliciously filling.",https://www.bigbasket.com/media/uploads/p/l/1232551_1-maggi-nutri-licious-masala-veg-atta-instant-noodles.jpg
Buy Branded Food Online,Haldiram's,Namkeen - Moong Dal,₹270,₹55,160 g,50% OFF,4.2,,https://www.bigbasket.com/media/uploads/p/l/1203930_1-haldirams-namkeen-moong-dal.jpg
Buy Branded Food Online,Nutella,Hazelnut Spread With Cocoa,₹2037.45,₹2397,3 x 750 g - (Multipack),15% OFF,4.3,"Enjoy the classic taste of Nutella Hazelnut Spread with Cocoa, perfect for sharing with family and friends. Start your day on a positive note with a spread of Nutella on your breakfast toast or use it to create delightful recipes for special occasions. Free from hydrogenated fats, preservatives, and colourings, Nutella offers a wholesome treat that’s as versatile as it is delicious. Indulge in the smooth, rich taste that has made Nutella a favourite around the world.",https://www.bigbasket.com/media/uploads/p/l/1217110_2-nutella-hazelnut-spread-with-cocoa.jpg
Buy Branded Food Online,Nestle,KitKat Chocolate Coated Wafer Bar,₹30,₹199,38.5 g,35% OFF,4,"Summers can be tough and a thorough test of the body and its ability to pull through the heat. While fruits are the immediate solution to keep yourself hydrated and make it through the brazen heat of Indian summers, they simply are not enough. We've taken the goodness of fruit and enriched it with Vitamin C, minerals and nutrients to give you a delicious overall package to beat the heat! A juici solution to replenish your body with vital nutrients and minerals!",https://www.bigbasket.com/media/uploads/p/l/1215103_2-paper-boat-chikki-peanut-bar.jpg
Buy Branded Food Online,Kissan,Mixed Fruit Jam,₹295,₹300,1 kg,₹5 OFF,4.1,"All your favorite fruits come together in Kissan Mixed Fruit Jam. A medley of flavours from 8 fruits such as Banana, Papaya, Apple, Pear, Pineapple, Mango, Grape and Orange blended in to one lip smacking jam. Kissan jam is the best jam with the goodness of your favorite 8 fruits. Kissan Mixed Fruit Jam is best partnered with bread to provide yummy on the go breakfast for your kid every morning. Think of different ways to eat it in. Spread it on a crunchy cracker, roll it up in a chapatti, drink it stirred in milk or whip up a bread and Jam delight for your kids breakfast with an assortment of flavours. Started in 1934, Kissan is a popular brand in India. Kissan is more than just jams, ketchups and squashes. Its all about kids eating happily & growing up happily. Kissan Jams yummy and fruit based sweet spread keeps both, mothers & kids happy. The brands reassurance to mothers is that they can make breakfast times fun yet wholesome every morning with the Kissan range of fruit jams that are made with 100% real fruit ingredients! Remember craving something utterly sweet? This is your answer to that in a packed sweet spread bottle.Features and Benefits:Kissan Mixed Fruit Jam is made with 100% real fruit ingredients Is easy to use and can be enjoyed on the go every morning Enjoy it best with Bread, Roti, Paratha or Dosa for a wholesome breakfast Turns boring breakfast into an empty plate Spreads easily with a spoon or a knife Carefully sealed in impermeable glass packaging to retain the best flavour and taste of product",https://www.bigbasket.com/media/uploads/p/l/1206550_1-kissan-jam-mixed-fruit.jpg
Buy Branded Food Online,Bambino,Vermicelli - Roasted,₹115,₹59,850 g - Pouch,15% OFF,4,"Bambino Fine Roasted Vermicelli is crafted through a unique roasting process that ensures it remains non-sticky and free from clumps. This premium quality vermicelli offers a smooth, separate texture that enhances your culinary creations. Perfect for a variety of dishes, from traditional upma and kheer to delightful salads and stir-fries, Bambino Roasted Vermicelli provides a versatile ingredient for countless recipes. Its consistent quality and exceptional performance make it a reliable choice for both everyday meals and special occasions. Experience the ease of cooking and the joy of perfect vermicelli every time with Bambino.",https://www.bigbasket.com/media/uploads/p/l/1232573_1-bambino-vermicelli-roasted.jpg
Buy Branded Food Online,Haldiram's,Aloo Bhujia,₹90,₹49,400 g - Pouch,20% OFF,4.1,,https://www.bigbasket.com/media/uploads/p/l/20002406_2-haldirams-namkeen-aloo-bhujia.jpg
Buy Branded Food Online,Parle,Wafers Potato Chips - Cream N Onion Flavour,₹60,₹180,58 g - Pouch,₹14 OFF,4.1,"Add some hearty flavour to your day with Lay's American Style Cream and Onion! These chips are seasoned to perfection with a rich blend of cream, onions, and fresh herbs. Savour this exciting mix and experience flavours that will surely make you come back for more! Made from only the highest quality farm-grown potatoes, Lay's Chips has always kept the highest standard of excellence, and with mouth-watering cream and onion flavours, the experience can only be accentuated. Lay's American Style Cream and Onion can be enjoyed anywhere and anytime for a well-needed kick of flavour. From the quick snack breaks at work to the impromptu get-togethers, this snack is perfect to binge on.",https://www.bigbasket.com/media/uploads/p/l/1231864_1-lays-potato-chips-american-style-cream-onion-flavour-party-pack.jpg
Buy Branded Food Online,Kissan,Fresh Tomato Ketchup,₹47,₹50,415 g - Pouch,6% OFF,4.1,"Kissan Fresh Tomato Ketchup is made with 100% real, naturally ripened tomatoes. The tangy tomato ketchup can be paired with or complement almost every dish to make them much tastier. Whether you are in the mood for crispy pakodas or looking for something to pair your veggies/roti-sabzi with, our fresh tomato ketchup has got you covered.Started in 1934, Kissan is one of the most popular food brands in India. At Kissan, we keep the farmers' interest in mind at every step of the way. HUL works with over 8000 farmers who grow tomatoes for Kissan Ketchup, providing vital support by imparting farmers with knowledge and expertise in sustainable agriculture practices for tomato cultivation.",https://www.bigbasket.com/media/uploads/p/l/1232565_1-kissan-fresh-tomato-ketchup.jpg
Buy Branded Food Online,Britannia,Little Hearts Strawberry Biscuits,₹20,N/A,75 g,N/A,4.2,"Britannia Little Hearts Biscuits are small heart-shaped treats with a crumbly texture and a sugary center. The delightful sugar sprinkles offer mouth-watering flavors and a delicious aftertaste. Britannia biscuits, cookies, cakes, and rusk are perfect companions for your tea. These iconic heart-shaped biscuits, known for their trademark gold and red packs, are adored by many. If you're seeking fun and memorable moments, grab a pack of Britannia Little Hearts and enjoy its delightful sweetness. Gather your friends and #BreakSomeHearts with Little Hearts!",https://www.bigbasket.com/media/uploads/p/l/40174323_11-britannia-little-hearts-biscuits.jpg
Buy Branded Food Online,Parle,Premium Original Glucose Biscuits - Parle-G,₹2,₹100,17.7 g - Pouch,₹5 OFF,4.1,"PARLE-G Original Gluco Biscuits are a timeless favourite, delivering a perfect blend of taste and nutrition in every bite. Enriched with glucose, these biscuits provide a quick and convenient energy boost, making them an ideal snack for any time of day. Whether you're enjoying them with a cup of tea, as a mid-day pick-me-up, or as a treat for the little ones, PARLE-G offers a comforting, familiar taste that has been cherished for generations. With their crispy texture and wholesome goodness, these biscuits bring simplicity and satisfaction to every moment, making them a staple in households everywhere.",https://www.bigbasket.com/media/uploads/p/l/1232519_1-parle-g-original-gluco-biscuits.jpg
Buy Branded Food Online,Britannia,"Treat Croissant - Cocoa Creme Roll, 100% Veg",₹55,N/A,N/A,N/A,4.1,"Treat your taste buds with this all-new indulgent Britannia Treat Croissant made using the best flour from across the country, kneaded into the softest dough and baked to perfection. Every bite of the delicious treat gives the heavenly taste of smooth, velvety crème made with Cocoa, oozing out of layers of soft, fluffy bread that will melt in your mouth, creating an irresistible experience. It is a unique twist on your everyday snack, perfect to curb mid-day cravings or midnight hunger pangs.",https://www.bigbasket.com/media/uploads/p/l/1214334_5-britannia-treat-croissant-cocoa-creme-roll-100-veg.jpg
Buy Branded Food Online,Parle,Platina Hide & Seek Choco Chip Creme Sandwiches - Assorted Flavours,₹75,₹150,100 g - Pouch,50% OFF,4.1,"First, of its kind chocolate chip cookies in India, Hide & Seek was launched in 1996 – best known today for its rich chocolaty experience.Hide & Seek range includes:Hide & Seek Classic Chocolate ChipHide & Seek Caffe MochaHide & Seek Black Bourbon (Choco + Vanilla)Hide & Seek Creme SandwichesHide & Seek Choco Rolls",https://www.bigbasket.com/media/uploads/p/l/1203969_1-parle-hide-seek-chocolate.jpg
Buy Branded Food Online,Too Yumm!,Classic Salted Flavour Potato Chips,₹28.2,₹30,70 g,6% OFF,4.1,"When it comes to great taste, simplicity is key and Lay’s Classic Salted Potato Chips is here to prove it It all starts with the highest quality farm-grown potatoes, cooked to crunchy perfection and sprinkled with microlite salt. The Lay’s Classic is a reminder that it is always the simple things in life that matter and that bring you the most pleasure. Whether enjoyed on its own or with fancy dips, during big gatherings or on quiet nights, Lay’s Classic is always the perfect companion and guarantees Happiness in Every Bite, Every Time. Have them as an accompaniment to your sandwich or even use them to create fun recipes!Key benefits:Lay’s Classic Salted flavourCooked to crispy perfectionVersatile snack enjoyed in any setting100% vegetarian",https://www.bigbasket.com/media/uploads/p/l/1212518_9-lays-potato-chips-classic-salted.jpg
Buy Branded Food Online,Kellogg's,Corn Flakes - Original,₹110,₹399,250 g,39% OFF,4.1,"Kellogg's Corn Flakes Original is a nourishing breakfast cereal at its very best. Every bite of these crunchy golden flakes is just as delicious as the first. It is prepared from corn and enriched with iron and 8 essential vitamins. Only 1% fat, naturally cholesterol-free, high in iron, high in vitamin C, and high in B group vitamins.",https://www.bigbasket.com/media/uploads/p/l/40179976_6-kelloggs-corn-flakes-original.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.1,"Dabur Honey is the new healthy way to add sweetness to your meals. It is 100% natural without any added sugars. Dabur honey squeezy pack is a convenient and easy-to-pour pack. This pack allows easy usage and no spilling. This honey naturally consists of all the important nutrients like carbohydrates, minerals and nutrients beneficial for your health. Add this to your breakfast, cereals or tea and enjoy the healthy sweetness. Explore more such healthy products, available at Big Basket.",https://www.bigbasket.com/media/uploads/p/l/40295344_9-dabur-honey-100-pure-no-sugar-adulteration.jpg
Buy Branded Food Online,N/A,N/A,N/A,N/A,N/A,N/A,4.1,"A cracker that is totally sugar-free. Britannia NutriChoice Sugar-free Cracker is your perfectly healthy biscuit, made with absolutely zero sugar. These sugar-free biscuits are now Thinner, Lighter and Crispier than ever before! Made with Zero sugar, Zero Transfat and No Added Colours, these Cracker biscuits are healthy biscuits that make for a great accompaniment to your daily cup of tea. These crispy biscuits can also be perfectly paired with a hot cup of soup, green tea or with some delicious cheese. Add a bit of butter or your favourite toppings on the sugar-free cracker and you have a quick and healthy snack. The perfect health biscuits for all your cravings! Light biscuits that are thin, crispy and sugar-free - also available in another flavour - Nature Spice.",https://www.bigbasket.com/media/uploads/p/l/1222408_1-britannia-nutrichoice-sugar-free-cream-cracker-pack-of-3.jpg
Buy Branded Food Online,Britannia,Good Day Chocochip Cookies,₹30,₹10,111 g,6% OFF,4.1,Britannia Good Day Chocochip Cookies are crunchy chocolate cookies loaded with melt in your mouth chocolate chips. These cookies offer a delicious chocolate experience that is sure to satisfy any chocolate craving.,https://www.bigbasket.com/media/uploads/p/l/40197805_9-britannia-good-day-chocochip-cookies.jpg
Buy Branded Food Online,Britannia,Milk Bikis Biscuits,₹100,N/A,500 g,N/A,4.1,"Britannia India is a popular brand nationwide. A leading manufacturer of biscuits, bread, rusk, cakes and dairy products, this brand Eat Healthy Think Better. And like promised the products of this brand deliver just that. From this healthy brand comes the product Britannia Vita Marie Gold.",https://www.bigbasket.com/media/uploads/p/l/1204052_2-britannia-biscuits-milk-bikis.jpg
